contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs
AVGO260717C00300000,300.0,24998.0,多头买 Call，看涨,3.7009268216861306,CALL,25662.0,664.0,136889048.0,8.665109978431431e-05,>50M,2026-07-17,346.3299865722656,333.9700012207031,351.6600036621094,354.1400146484375,345.07000732421875,54.76,65.35,68.05,25058.0,0.5822490505981445,True,AVGO,53.84,0.017087667161961265,0.037009268216861305,1579772770810.0,1.7087667161961264,24998.0
AVGO260618C00300000,300.0,-22363.0,空头平仓 Call，回补信号，看涨,3.7009268216861306,CALL,5552.0,27915.0,114051300.0,7.219474984463889e-05,>50M,2026-06-18,346.3299865722656,333.9700012207031,351.6600036621094,354.1400146484375,345.07000732421875,51.0,63.65,67.6,22702.0,0.6683077603149415,True,AVGO,48.35,0.05480868665977246,0.037009268216861305,1579772770810.0,5.480868665977246,-22363.0
MU260417C00350000,350.0,-3465.0,空头平仓 Call，回补信号，看涨,7.8831017815984605,CALL,5688.0,9153.0,22047795.0,0.00012526814279785226,10M-50M,2026-04-17,407.3450012207031,377.5799865722656,415.1300048828125,416.0,403.8299865722656,63.63,62.15,65.0,68.0,1.0004932788085936,True,MU,30.26,1.1027759418374092,0.0788310178159846,176004804634.0,110.27759418374092,-3465.0
HOOD260618C00070000,70.0,13931.0,多头买 Call，看涨,6.1765999409584555,CALL,16208.0,2277.0,17678439.0,0.00016450098610039737,10M-50M,2026-06-18,73.9520034790039,69.6500015258789,76.875,77.87000274658203,73.76000213623047,12.69,12.5,12.9,84.0,0.8388687988281249,True,HOOD,8.04,0.5783582089552239,0.061765999409584556,107467070071.0,57.835820895522396,13931.0
TSLA281215C00340000,340.0,1224.0,多头买 Call，看涨,2.055387314424026,CALL,8892.0,7668.0,16774920.000000002,1.18092681194193e-05,10M-50M,2028-12-15,353.7749938964844,346.6499938964844,363.7950134277344,364.5,352.6000061035156,137.05,133.65,135.55,5.0,0.5828059908294677,True,TSLA,126.47,0.08365620305210732,0.02055387314424026,1420487690716.0,8.365620305210731,1224.0
MU260410C00400000,400.0,7233.0,多头买 Call，看涨,7.8831017815984605,CALL,20774.0,13541.0,12332265.0,7.006777471583691e-05,10M-50M,2026-04-10,407.3450012207031,377.5799865722656,415.1300048828125,416.0,403.8299865722656,17.05,17.05,17.75,2407.0,0.9024667956542968,True,MU,2.37,6.194092827004219,0.0788310178159846,176004804634.0,619.409282700422,7233.0
MU260410C00390000,390.0,3991.0,多头买 Call，看涨,7.8831017815984605,CALL,6574.0,2583.0,9929608.0,5.6416687150379264e-05,5M-10M,2026-04-10,407.3450012207031,377.5799865722656,415.1300048828125,416.0,403.8299865722656,24.88,25.1,26.0,450.0,1.044316301879883,True,MU,4.4,4.654545454545453,0.0788310178159846,176004804634.0,465.4545454545453,3991.0
MU260918C00400000,400.0,-888.0,空头平仓 Call，回补信号，看涨,7.8831017815984605,CALL,2399.0,3287.0,7104000.0,4.03625345045136e-05,5M-10M,2026-09-18,407.3450012207031,377.5799865722656,415.1300048828125,416.0,403.8299865722656,80.0,79.65,82.6,6.0,0.7242459216308592,True,MU,60.0,0.3333333333333333,0.0788310178159846,176004804634.0,33.33333333333333,-888.0
MU260410C00375000,375.0,1837.0,多头买 Call，看涨,7.8831017815984605,CALL,4016.0,2179.0,6894261.0,3.917086817224415e-05,5M-10M,2026-04-10,407.3450012207031,377.5799865722656,415.1300048828125,416.0,403.8299865722656,37.53,36.65,38.0,337.0,1.1228071203613283,True,MU,9.67,2.8810754912099275,0.0788310178159846,176004804634.0,288.10754912099276,1837.0
NVDA260515C00185000,185.0,-8461.0,空头平仓 Call，回补信号，看涨,2.445252991742091,CALL,34635.0,43096.0,6599580.0,1.5241464409954973e-06,5M-10M,2026-05-15,182.4550018310547,178.10000610351562,184.4499969482422,185.25999450683597,182.41009521484372,7.8,7.65,7.8,276.0,0.3815979809570312,False,NVDA,4.7,0.6595744680851063,0.02445252991742091,4330017000000.0,65.95744680851064,-8461.0
MU260410C00395000,395.0,2968.0,多头买 Call，看涨,7.8831017815984605,CALL,4366.0,1398.0,5938968.000000001,3.374321520568724e-05,5M-10M,2026-04-10,407.3450012207031,377.5799865722656,415.1300048828125,416.0,403.8299865722656,20.01,19.7,20.25,316.0,0.8685315881347657,True,MU,3.3,5.063636363636364,0.0788310178159846,176004804634.0,506.36363636363643,2968.0
TSLA260410P00400000,400.0,-1008.0,多头平仓 Put，减仓，看跌减弱,2.055387314424026,PUT,480.0,1488.0,5440176.0,3.829794538562927e-06,5M-10M,2026-04-10,353.7749938964844,346.6499938964844,363.7950134277344,364.5,352.6000061035156,53.97,40.2,41.85,204.0,1.0000000000000004e-05,True,TSLA,57.27,-0.057621791513881686,0.02055387314424026,1420487690716.0,-5.762179151388168,-1008.0
MSFT260417C00370000,370.0,3564.0,多头买 Call，看涨,1.8453342715370085,CALL,10104.0,6540.0,5363820.0,1.410875419327901e-06,5M-10M,2026-04-17,379.1600036621094,372.2900085449219,384.9800109863281,385.0,378.25,15.05,14.75,15.05,66.0,0.3966735137939453,True,MSFT,8.03,0.874221668742217,0.018453342715370084,3801767276203.0,87.4221668742217,3564.0
AVGO260408C00330000,330.0,2505.0,多头买 Call，看涨,3.7009268216861306,CALL,3623.0,1118.0,5197875.0,3.2902674967203565e-06,5M-10M,2026-04-08,346.3299865722656,333.9700012207031,351.6600036621094,354.1400146484375,345.07000732421875,20.75,20.75,20.75,110.0,1.5073266821289062,True,AVGO,5.0,3.15,0.037009268216861305,1579772770810.0,315.0,2505.0
AAPL260408C00250000,250.0,6826.0,多头买 Call，看涨,1.9329364483173077,CALL,7018.0,192.0,5085370.0,1.3413877461638575e-06,5M-10M,2026-04-08,258.3999938964844,253.5,258.510009765625,258.760009765625,256.5299987792969,7.45,7.35,7.75,294.0,1.0000000000000004e-05,True,AAPL,3.35,1.2238805970149251,0.019329364483173076,3791126029400.0,122.38805970149251,6826.0
