contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
AA251107C00028000,28.0,7.9,8.15,9.55,1.0,0.0,3.07031482421875,True,CALL,2025-11-07,AA
AA251107C00030000,30.0,7.43,6.15,7.6,5.0,0.0,2.50781623046875,True,CALL,2025-11-07,AA
AA251107C00030500,30.5,6.85,5.65,7.1,,0.0,2.355472861328124,True,CALL,2025-11-07,AA
AA251107C00031000,31.0,6.41,5.15,6.6,1.0,0.0,2.2070357324218746,True,CALL,2025-11-07,AA
AA251107C00031500,31.5,5.63,4.65,6.1,2.0,0.0,2.0546923632812497,True,CALL,2025-11-07,AA
AA251107C00032000,32.0,5.05,4.1,5.6,5.0,1.0,1.8671881640625,True,CALL,2025-11-07,AA
AA251107C00032500,32.5,3.84,3.6,5.1,1.0,1.0,1.71875140625,True,CALL,2025-11-07,AA
AA251107C00033000,33.0,2.62,3.15,4.6,2.0,2.0,1.6015644921874999,True,CALL,2025-11-07,AA
AA251107C00033500,33.5,2.98,2.65,4.1,1.0,1.0,1.4492215039062502,True,CALL,2025-11-07,AA
AA251107C00034000,34.0,1.97,2.18,3.7,2.0,17.0,1.3730500097656249,True,CALL,2025-11-07,AA
AA251107C00034500,34.5,2.43,1.66,3.55,2.0,1.0,1.39453427734375,True,CALL,2025-11-07,AA
AA251107C00035000,35.0,2.01,1.15,1.86,101.0,116.0,0.5039112109375,True,CALL,2025-11-07,AA
AA251107C00035500,35.5,1.6,0.88,1.5,100.0,151.0,0.6015664843750002,True,CALL,2025-11-07,AA
AA251107C00036000,36.0,0.76,0.58,1.15,38.0,346.0,0.6015664843750002,True,CALL,2025-11-07,AA
AA251107C00036500,36.5,1.0,0.42,0.87,9.0,162.0,0.6425816992187501,False,CALL,2025-11-07,AA
AA251107C00037000,37.0,0.23,0.23,0.68,39.0,827.0,0.65820654296875,False,CALL,2025-11-07,AA
AA251107C00037500,37.5,0.28,0.11,0.32,89.0,350.0,0.5625043750000001,False,CALL,2025-11-07,AA
AA251107C00038000,38.0,0.14,0.08,0.16,111.0,445.0,0.5585981640625001,False,CALL,2025-11-07,AA
AA251107C00038500,38.5,0.06,0.03,0.1,12.0,776.0,0.5625043750000001,False,CALL,2025-11-07,AA
AA251107C00039000,39.0,0.07,0.03,0.07,5.0,787.0,0.6171913281250001,False,CALL,2025-11-07,AA
AA251107C00039500,39.5,0.06,0.01,5.0,6.0,301.0,3.4531263671875,False,CALL,2025-11-07,AA
AA251107C00040000,40.0,0.02,0.01,0.1,12.0,332.0,0.804689453125,False,CALL,2025-11-07,AA
AA251107C00040500,40.5,0.04,0.0,0.04,50.0,1294.0,0.73437765625,False,CALL,2025-11-07,AA
AA251107C00041000,41.0,0.02,0.0,0.04,14.0,247.0,0.804689453125,False,CALL,2025-11-07,AA
AA251107C00042000,42.0,0.1,0.0,0.5,1.0,318.0,1.5898458007812497,False,CALL,2025-11-07,AA
AA251107C00043000,43.0,0.03,0.0,2.0,4.0,178.0,2.8281279296874997,False,CALL,2025-11-07,AA
AA251107C00043500,43.5,0.34,0.0,1.74,1.0,1.0,2.7753936865234374,False,CALL,2025-11-07,AA
AA251107C00044000,44.0,0.02,0.0,1.34,67.0,125.0,2.615237836914063,False,CALL,2025-11-07,AA
AA251107C00044500,44.5,0.2,0.0,1.74,,14.0,2.9765650585937498,False,CALL,2025-11-07,AA
AA251107C00045000,45.0,0.01,0.0,0.3,18.0,5313.0,1.86328193359375,False,CALL,2025-11-07,AA
AA251107C00046000,46.0,0.41,0.0,0.79,2.0,125.0,2.5429723925781245,False,CALL,2025-11-07,AA
AA251107C00047000,47.0,0.35,0.0,0.38,1.0,99.0,2.2578168554687497,False,CALL,2025-11-07,AA
AA251107P00027000,27.0,0.01,0.0,0.23,2.0,4.0,2.43750390625,False,PUT,2025-11-07,AA
AA251107P00028000,28.0,0.11,0.0,0.75,6.0,24.0,2.9218776953125003,False,PUT,2025-11-07,AA
AA251107P00029000,29.0,0.01,0.0,0.05,1.0,28.0,1.484377578125,False,PUT,2025-11-07,AA
AA251107P00030000,30.0,0.01,0.0,0.75,1.0,47.0,2.3320354199218745,False,PUT,2025-11-07,AA
AA251107P00030500,30.5,0.01,0.0,0.75,18.0,27.0,2.1875045312499997,False,PUT,2025-11-07,AA
AA251107P00031000,31.0,0.01,0.0,0.1,1.0,81.0,1.2421912890624998,False,PUT,2025-11-07,AA
AA251107P00031500,31.5,0.01,0.0,0.75,1.0,43.0,1.900391123046875,False,PUT,2025-11-07,AA
AA251107P00032000,32.0,0.05,0.0,0.15,5.0,112.0,1.125004375,False,PUT,2025-11-07,AA
AA251107P00032500,32.5,0.06,0.0,0.1,3.0,75.0,0.9335944140625,False,PUT,2025-11-07,AA
