contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
AA251107C00028000,28.0,7.9,6.4,10.25,1.0,0.0,7.222657221679688,True,CALL,2025-11-07,AA
AA251107C00030000,30.0,7.43,4.4,8.3,5.0,0.0,6.148439814453125,True,CALL,2025-11-07,AA
AA251107C00030500,30.5,6.85,4.1,7.8,,0.0,5.8632839208984375,True,CALL,2025-11-07,AA
AA251107C00031000,31.0,6.41,4.35,6.15,1.0,0.0,3.449220126953125,True,CALL,2025-11-07,AA
AA251107C00031500,31.5,5.63,3.85,5.75,2.0,0.0,3.4335951660156248,True,CALL,2025-11-07,AA
AA251107C00032000,32.0,5.05,3.3,5.25,5.0,1.0,3.2031269921874994,True,CALL,2025-11-07,AA
AA251107C00032500,32.5,4.24,2.85,4.75,1.0,0.0,2.972658818359375,True,CALL,2025-11-07,AA
AA251107C00033000,33.0,3.15,2.35,4.15,1.0,2.0,2.5585973535156246,True,CALL,2025-11-07,AA
AA251107C00033500,33.5,3.45,1.95,3.65,1.0,0.0,2.3320354199218745,True,CALL,2025-11-07,AA
AA251107C00034000,34.0,2.55,1.9,3.15,2.0,17.0,2.1054734863281244,True,CALL,2025-11-07,AA
AA251107C00034500,34.5,2.43,1.17,2.7,1.0,0.0,1.9492190039062502,True,CALL,2025-11-07,AA
AA251107C00035000,35.0,1.63,1.03,1.8,107.0,116.0,1.05859845703125,True,CALL,2025-11-07,AA
AA251107C00035500,35.5,0.7,0.9,0.9,255.0,301.0,1.0000000000000003e-05,True,CALL,2025-11-07,AA
AA251107C00036000,36.0,0.95,0.28,0.74,42.0,347.0,0.5312546875,True,CALL,2025-11-07,AA
AA251107C00036500,36.5,0.28,0.11,0.32,77.0,201.0,0.38281867187499996,True,CALL,2025-11-07,AA
AA251107C00037000,37.0,0.11,0.02,0.13,76.0,839.0,0.39258419921875,False,CALL,2025-11-07,AA
AA251107C00037500,37.5,0.04,0.01,0.05,19.0,393.0,0.42188078125,False,CALL,2025-11-07,AA
AA251107C00038000,38.0,0.02,0.0,0.03,74.0,543.0,0.500005,False,CALL,2025-11-07,AA
AA251107C00038500,38.5,0.02,0.0,0.23,22.0,761.0,0.8867198828124999,False,CALL,2025-11-07,AA
AA251107C00039000,39.0,0.01,0.0,0.01,35.0,779.0,0.5625043750000001,False,CALL,2025-11-07,AA
AA251107C00039500,39.5,0.04,0.0,0.08,19.0,300.0,0.914063359375,False,CALL,2025-11-07,AA
AA251107C00040000,40.0,0.01,0.0,0.09,4.0,327.0,1.0546922265625,False,CALL,2025-11-07,AA
