contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
AA260220C00042000,42.0,18.36,15.3,18.6,4.0,17.0,4.0468799414062495,True,CALL,2026-02-20,AA
AA260220C00043000,43.0,15.81,15.1,17.6,1.0,49.0,3.8417972705078123,True,CALL,2026-02-20,AA
AA260220C00044000,44.0,14.91,14.9,17.3,3.0,54.0,2.896487133789063,True,CALL,2026-02-20,AA
AA260220C00045000,45.0,13.09,13.75,14.75,61.0,335.0,1.71875140625,True,CALL,2026-02-20,AA
AA260220C00046000,46.0,14.38,11.25,13.75,3.0,323.0,1.5937520312499998,True,CALL,2026-02-20,AA
AA260220C00047000,47.0,13.85,10.2,12.75,9.0,156.0,1.484377578125,True,CALL,2026-02-20,AA
AA260220C00048000,48.0,10.0,9.9,11.75,2.0,143.0,1.3750031249999999,True,CALL,2026-02-20,AA
AA260220C00049000,49.0,10.38,8.2,10.75,2.0,162.0,1.2500037499999999,True,CALL,2026-02-20,AA
AA260220C00050000,50.0,7.75,7.75,9.65,2.0,689.0,1.0000000000000003e-05,True,CALL,2026-02-20,AA
AA260220C00051000,51.0,6.95,6.2,8.6,5.0,9.0,1.0000000000000003e-05,True,CALL,2026-02-20,AA
AA260220C00053000,53.0,7.85,4.8,6.75,2.0,29.0,0.8125018749999999,True,CALL,2026-02-20,AA
AA260220C00054000,54.0,4.22,4.95,5.65,4.0,12.0,1.0000000000000003e-05,True,CALL,2026-02-20,AA
AA260220C00055000,55.0,4.3,4.05,4.7,144.0,1196.0,1.0000000000000003e-05,True,CALL,2026-02-20,AA
AA260220C00056000,56.0,2.41,2.42,3.75,15.0,83.0,0.48438015625,True,CALL,2026-02-20,AA
AA260220C00057000,57.0,2.55,2.34,2.87,43.0,289.0,0.5507857421875001,True,CALL,2026-02-20,AA
AA260220C00058000,58.0,1.83,1.72,2.1,13.0,238.0,0.584965087890625,True,CALL,2026-02-20,AA
AA260220C00059000,59.0,1.03,1.08,1.37,34.0,287.0,0.551762294921875,True,CALL,2026-02-20,AA
AA260220C00060000,60.0,0.65,0.6,0.8,73.0,4543.0,0.5283250292968751,False,CALL,2026-02-20,AA
AA260220C00061000,61.0,0.38,0.32,0.45,99.0,868.0,0.5371140039062501,False,CALL,2026-02-20,AA
AA260220C00062000,62.0,0.2,0.15,0.42,142.0,661.0,0.58789474609375,False,CALL,2026-02-20,AA
AA260220C00063000,63.0,0.09,0.07,0.15,33.0,475.0,0.5488326367187502,False,CALL,2026-02-20,AA
AA260220C00064000,64.0,0.05,0.02,0.07,17.0,592.0,0.5468795312500001,False,CALL,2026-02-20,AA
AA260220C00065000,65.0,0.03,0.01,0.03,267.0,8568.0,0.5625043750000001,False,CALL,2026-02-20,AA
AA260220C00066000,66.0,0.01,0.0,0.03,20.0,602.0,0.6250037500000001,False,CALL,2026-02-20,AA
AA260220C00067000,67.0,0.01,0.0,0.04,10.0,673.0,0.726565234375,False,CALL,2026-02-20,AA
AA260220C00068000,68.0,0.01,0.0,0.01,12.0,627.0,0.6875031250000001,False,CALL,2026-02-20,AA
AA260220C00069000,69.0,0.07,0.0,0.04,9.0,50.0,0.8828136718749999,False,CALL,2026-02-20,AA
AA260220C00070000,70.0,0.02,0.0,0.01,44.0,2357.0,0.8125018749999999,False,CALL,2026-02-20,AA
AA260220C00071000,71.0,0.01,0.0,0.04,654.0,122.0,1.0312548437500002,False,CALL,2026-02-20,AA
AA260220C00072000,72.0,0.05,0.0,0.04,1.0,54.0,1.1015669921875002,False,CALL,2026-02-20,AA
AA260220C00073000,73.0,0.21,0.0,0.24,25.0,46.0,1.54297103515625,False,CALL,2026-02-20,AA
AA260220C00074000,74.0,0.08,0.0,0.04,5.0,16.0,1.2343788281249999,False,CALL,2026-02-20,AA
AA260220C00075000,75.0,0.1,0.0,0.04,4.0,2958.0,1.3125034374999998,False,CALL,2026-02-20,AA
AA260220P00042000,42.0,0.02,0.0,2.13,2.0,37.0,4.291020261230469,False,PUT,2026-02-20,AA
AA260220P00043000,43.0,0.02,0.0,0.11,1.0,180.0,2.1406296484375,False,PUT,2026-02-20,AA
AA260220P00044000,44.0,0.02,0.0,0.29,18.0,98.0,2.3593791015624994,False,PUT,2026-02-20,AA
AA260220P00045000,45.0,0.01,0.0,0.03,5.0,160.0,1.5625021874999998,False,PUT,2026-02-20,AA
AA260220P00046000,46.0,0.19,0.0,0.01,2.0,246.0,1.3125034374999998,False,PUT,2026-02-20,AA
AA260220P00047000,47.0,0.01,0.0,0.06,3.0,2038.0,1.484377578125,False,PUT,2026-02-20,AA
AA260220P00048000,48.0,0.01,0.0,0.03,1.0,284.0,1.2500037499999999,False,PUT,2026-02-20,AA
AA260220P00049000,49.0,0.02,0.0,0.05,6.0,258.0,1.21875390625,False,PUT,2026-02-20,AA
AA260220P00050000,50.0,0.01,0.0,0.02,4.0,2996.0,0.98437515625,False,PUT,2026-02-20,AA
AA260220P00051000,51.0,0.03,0.0,0.05,4.0,96.0,1.000005,False,PUT,2026-02-20,AA
AA260220P00052000,52.0,0.01,0.0,0.05,10.0,186.0,0.8984385156249999,False,PUT,2026-02-20,AA
AA260220P00053000,53.0,0.03,0.0,0.08,6.0,2394.0,0.851563984375,False,PUT,2026-02-20,AA
