contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
AA260306C00045000,45.0,18.53,16.15,18.85,32.0,17.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00046000,46.0,18.15,15.2,17.8,13.0,9.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00047000,47.0,15.64,14.35,16.8,2.0,5.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00048000,48.0,16.5,13.15,15.8,20.0,20.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00049000,49.0,15.12,12.15,14.55,5.0,6.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00050000,50.0,14.16,11.4,13.85,22.0,10.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00051000,51.0,13.24,10.25,12.75,13.0,3.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00052000,52.0,12.29,9.55,11.95,13.0,2.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00054000,54.0,10.5,7.0,9.4,25.0,25.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00055000,55.0,9.13,6.45,9.05,8.0,35.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00056000,56.0,6.4,5.15,6.4,20.0,2.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00057000,57.0,6.82,4.6,7.05,1.0,16.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00058000,58.0,3.52,3.75,6.2,4.0,22.0,0.6210975390625001,True,CALL,2026-03-06,AA
AA260306C00059000,59.0,3.8,3.1,4.5,6.0,29.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00060000,60.0,4.55,2.23,3.4,147.0,237.0,1.0000000000000003e-05,True,CALL,2026-03-06,AA
AA260306C00061000,61.0,6.8,1.73,3.85,7.0,240.0,0.8251970605468748,True,CALL,2026-03-06,AA
AA260306C00062000,62.0,2.28,1.2,2.62,6.0,249.0,0.5546919531250001,True,CALL,2026-03-06,AA
AA260306C00063000,63.0,0.9,0.82,1.35,65.0,586.0,0.26563234375,True,CALL,2026-03-06,AA
AA260306C00064000,64.0,0.7,0.49,0.88,54.0,431.0,0.34668622070312494,True,CALL,2026-03-06,AA
AA260306C00065000,65.0,0.83,0.49,0.6,145.0,1111.0,0.414068359375,False,CALL,2026-03-06,AA
AA260306C00066000,66.0,1.28,0.26,0.55,35.0,503.0,0.5380905566406251,False,CALL,2026-03-06,AA
AA260306C00067000,67.0,0.43,0.16,0.78,154.0,472.0,0.62305064453125,False,CALL,2026-03-06,AA
