contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
AA260306C00045000,45.0,13.34,17.15,19.5,1.0,11.0,1.9453127734375002,True,CALL,2026-03-06,AA
AA260306C00046000,46.0,11.8,16.15,18.5,,2.0,1.8437507812499998,True,CALL,2026-03-06,AA
AA260306C00047000,47.0,15.8,15.15,17.5,1.0,2.0,1.74609501953125,True,CALL,2026-03-06,AA
AA260306C00048000,48.0,14.1,14.15,16.55,1.0,3.0,1.7089858300781249,True,CALL,2026-03-06,AA
AA260306C00049000,49.0,15.0,13.15,15.55,2.0,2.0,1.611330068359375,True,CALL,2026-03-06,AA
AA260306C00050000,50.0,13.89,12.15,14.5,3.0,1.0,1.4609401953124999,True,CALL,2026-03-06,AA
AA260306C00051000,51.0,12.98,11.15,13.6,4.0,1.0,1.466799541015625,True,CALL,2026-03-06,AA
AA260306C00052000,52.0,11.15,10.15,12.65,7.0,3.0,1.4140654296875002,True,CALL,2026-03-06,AA
AA260306C00054000,54.0,10.83,8.25,10.65,46.0,24.0,1.21875390625,True,CALL,2026-03-06,AA
AA260306C00055000,55.0,7.22,7.65,9.6,20.0,29.0,1.0859420703125,True,CALL,2026-03-06,AA
AA260306C00056000,56.0,6.85,6.4,8.65,2.0,2.0,1.0273486132812502,True,CALL,2026-03-06,AA
AA260306C00057000,57.0,6.82,5.35,7.95,1.0,16.0,1.1054732226562503,True,CALL,2026-03-06,AA
AA260306C00058000,58.0,4.62,4.7,7.1,5.0,24.0,1.0742233789062503,True,CALL,2026-03-06,AA
AA260306C00059000,59.0,4.35,4.65,6.0,26.0,43.0,0.5136767382812499,True,CALL,2026-03-06,AA
AA260306C00060000,60.0,3.8,4.2,4.7,14.0,194.0,0.523442265625,True,CALL,2026-03-06,AA
AA260306C00061000,61.0,3.0,3.35,3.9,68.0,277.0,0.523442265625,True,CALL,2026-03-06,AA
AA260306C00062000,62.0,3.3,2.83,3.25,44.0,273.0,0.586918193359375,True,CALL,2026-03-06,AA
AA260306C00063000,63.0,2.65,2.21,2.67,102.0,568.0,0.6005899316406251,True,CALL,2026-03-06,AA
AA260306C00064000,64.0,2.01,1.83,2.13,79.0,148.0,0.6293982373046876,True,CALL,2026-03-06,AA
AA260306C00065000,65.0,1.63,1.46,1.68,644.0,875.0,0.6459996337890624,False,CALL,2026-03-06,AA
