contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
AA260717C00033000,33.0,14.69,13.5,15.8,2.0,13.0,4.603519870605468,True,CALL,2026-07-17,AA
AA260717C00034000,34.0,13.7,12.5,14.8,2.0,17.0,4.312504609374999,True,CALL,2026-07-17,AA
AA260717C00035000,35.0,12.55,11.55,13.8,9.0,31.0,4.062504921875,True,CALL,2026-07-17,AA
AA260717C00036000,36.0,11.59,10.5,12.5,3.0,26.0,3.55468861328125,True,CALL,2026-07-17,AA
AA260717C00037000,37.0,10.51,9.4,11.6,6.0,12.0,3.28906427734375,True,CALL,2026-07-17,AA
AA260717C00038000,38.0,9.6,8.5,10.7,4.0,168.0,3.14843962890625,True,CALL,2026-07-17,AA
AA260717C00039000,39.0,8.56,7.5,9.5,4.0,6.0,2.767581206054688,True,CALL,2026-07-17,AA
AA260717C00040000,40.0,7.57,6.45,8.25,3.0,90.0,2.339847900390624,True,CALL,2026-07-17,AA
AA260717C00041000,41.0,6.75,5.45,7.6,1.0,22.0,2.2773480566406246,True,CALL,2026-07-17,AA
AA260717C00042000,42.0,5.14,4.85,5.25,2.0,14.0,1.5156274218749999,True,CALL,2026-07-17,AA
AA260717C00043000,43.0,6.1,3.7,5.65,8.0,42.0,1.888672431640625,True,CALL,2026-07-17,AA
AA260717C00044000,44.0,5.05,3.05,4.75,1.0,35.0,1.7958994580078125,True,CALL,2026-07-17,AA
AA260717C00045000,45.0,4.03,2.55,3.35,6.0,117.0,1.5332054589843749,True,CALL,2026-07-17,AA
AA260717C00046000,46.0,3.43,1.91,2.66,17.0,50.0,1.455080849609375,True,CALL,2026-07-17,AA
AA260717C00046500,46.5,1.64,1.55,2.28,429.0,245.0,1.369143779296875,True,CALL,2026-07-17,AA
AA260717C00047000,47.0,1.65,1.38,1.65,39.0,54.0,1.2460975195312498,False,CALL,2026-07-17,AA
AA260717C00048000,48.0,1.02,0.99,1.07,452.0,903.0,1.1796916015624999,False,CALL,2026-07-17,AA
AA260717C00049000,49.0,0.76,0.65,0.85,232.0,480.0,1.201175869140625,False,CALL,2026-07-17,AA
AA260717C00050000,50.0,0.51,0.42,0.66,2452.0,2536.0,1.224613251953125,False,CALL,2026-07-17,AA
AA260717C00051000,51.0,0.34,0.27,0.43,44.0,502.0,1.2070352148437498,False,CALL,2026-07-17,AA
AA260717C00052000,52.0,0.24,0.18,0.28,141.0,1623.0,1.2070352148437498,False,CALL,2026-07-17,AA
AA260717C00053000,53.0,0.16,0.12,0.25,59.0,1175.0,1.2773473632812498,False,CALL,2026-07-17,AA
AA260717C00054000,54.0,0.11,0.05,0.15,44.0,894.0,1.23047259765625,False,CALL,2026-07-17,AA
AA260717C00055000,55.0,0.15,0.06,0.08,144.0,6492.0,1.2578162109375,False,CALL,2026-07-17,AA
