contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
NVDA260318C00130000,130.0,54.73,48.4,54.1,2.0,2.0,4.0468799414062495,True,CALL,2026-03-18,NVDA
NVDA260318C00135000,135.0,46.56,44.85,47.65,39.0,6.0,3.6621102197265634,True,CALL,2026-03-18,NVDA
NVDA260318C00140000,140.0,42.28,39.55,42.75,57.0,10.0,3.19531451171875,True,CALL,2026-03-18,NVDA
NVDA260318C00145000,145.0,37.26,36.1,36.2,6.0,5.0,2.836916970214843,True,CALL,2026-03-18,NVDA
NVDA260318C00147000,147.0,34.49,33.35,35.45,23.0,15.0,2.891604333496094,True,CALL,2026-03-18,NVDA
NVDA260318C00150000,150.0,31.31,31.05,31.35,16.0,98.0,2.5234411914062496,True,CALL,2026-03-18,NVDA
NVDA260318C00155000,155.0,26.95,25.45,26.35,8.0,67.0,1.9375003125,True,CALL,2026-03-18,NVDA
NVDA260318C00160000,160.0,21.62,21.1,21.2,93.0,204.0,1.787110439453125,True,CALL,2026-03-18,NVDA
NVDA260318C00162500,162.5,20.6,18.55,18.7,47.0,1.0,1.5976582617187498,True,CALL,2026-03-18,NVDA
NVDA260318C00165000,165.0,16.25,16.15,16.25,150.0,1275.0,1.4658229833984375,True,CALL,2026-03-18,NVDA
NVDA260318C00167500,167.5,14.4,13.55,13.65,16.0,37.0,1.2343788281249999,True,CALL,2026-03-18,NVDA
NVDA260318C00170000,170.0,11.3,11.15,11.25,191.0,579.0,1.1044966650390626,True,CALL,2026-03-18,NVDA
NVDA260318C00172500,172.5,8.78,8.65,8.75,709.0,514.0,0.9169930175781251,True,CALL,2026-03-18,NVDA
NVDA260318C00175000,175.0,6.32,6.2,6.3,1367.0,1617.0,0.7402369726562499,True,CALL,2026-03-18,NVDA
NVDA260318C00177500,177.5,3.84,3.75,3.8,2164.0,1036.0,0.5351608984375,True,CALL,2026-03-18,NVDA
NVDA260318C00180000,180.0,1.3,1.28,1.32,36873.0,7761.0,0.29444064941406245,True,CALL,2026-03-18,NVDA
NVDA260318C00182500,182.5,0.04,0.03,0.04,166278.0,17313.0,0.14649291015625,False,CALL,2026-03-18,NVDA
NVDA260318C00185000,185.0,0.01,0.0,0.01,127574.0,26199.0,0.21875781249999998,False,CALL,2026-03-18,NVDA
NVDA260318C00187500,187.5,0.01,0.0,0.01,41041.0,36412.0,0.31250687499999996,False,CALL,2026-03-18,NVDA
NVDA260318C00190000,190.0,0.01,0.0,0.01,24024.0,39253.0,0.4062559375,False,CALL,2026-03-18,NVDA
NVDA260318C00192500,192.5,0.01,0.0,0.01,6847.0,18514.0,0.500005,False,CALL,2026-03-18,NVDA
NVDA260318C00195000,195.0,0.01,0.0,0.01,4961.0,15743.0,0.5468795312500001,False,CALL,2026-03-18,NVDA
NVDA260318C00197500,197.5,0.01,0.0,0.01,579.0,6712.0,0.6250037500000001,False,CALL,2026-03-18,NVDA
NVDA260318C00200000,200.0,0.01,0.0,0.01,295.0,12988.0,0.6875031250000001,False,CALL,2026-03-18,NVDA
NVDA260318C00202500,202.5,0.01,0.0,0.01,39.0,3500.0,0.7812521875,False,CALL,2026-03-18,NVDA
NVDA260318C00205000,205.0,0.01,0.0,0.01,5.0,3361.0,0.8437515624999999,False,CALL,2026-03-18,NVDA
NVDA260318C00207500,207.5,0.01,0.0,0.01,1.0,709.0,0.9062509375,False,CALL,2026-03-18,NVDA
NVDA260318C00210000,210.0,0.01,0.0,0.01,68.0,1448.0,0.98437515625,False,CALL,2026-03-18,NVDA
NVDA260318C00212500,212.5,0.01,0.0,0.01,2.0,237.0,1.0625046875000002,False,CALL,2026-03-18,NVDA
NVDA260318C00215000,215.0,0.01,0.0,0.01,1.0,516.0,1.125004375,False,CALL,2026-03-18,NVDA
NVDA260318C00217500,217.5,0.02,0.0,0.01,1.0,554.0,1.1875040625,False,CALL,2026-03-18,NVDA
NVDA260318C00220000,220.0,0.01,0.0,0.01,12.0,1209.0,1.2500037499999999,False,CALL,2026-03-18,NVDA
NVDA260318C00222500,222.5,0.01,0.0,0.01,1.0,506.0,1.3125034374999998,False,CALL,2026-03-18,NVDA
NVDA260318C00225000,225.0,0.02,0.0,0.01,1.0,322.0,1.3750031249999999,False,CALL,2026-03-18,NVDA
NVDA260318C00227500,227.5,0.01,0.0,0.01,209.0,313.0,1.4375028125,False,CALL,2026-03-18,NVDA
NVDA260318C00230000,230.0,0.01,0.0,0.01,10.0,612.0,1.5000025,False,CALL,2026-03-18,NVDA
NVDA260318P00130000,130.0,0.02,0.0,0.01,1925.0,2062.0,2.0625048437499998,False,PUT,2026-03-18,NVDA
NVDA260318P00135000,135.0,0.01,0.0,0.01,2860.0,2866.0,1.8125009374999999,False,PUT,2026-03-18,NVDA
NVDA260318P00140000,140.0,0.01,0.0,0.01,17.0,1425.0,1.625001875,False,PUT,2026-03-18,NVDA
