contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol
NVDA260720C00150000,150.0,55.02,52.0,58.65,1.0,2.0,4.674808843994141,True,CALL,2026-07-20,NVDA
NVDA260720C00160000,160.0,49.11,41.95,48.8,2.0,19.0,4.016606541748047,True,CALL,2026-07-20,NVDA
NVDA260720C00165000,165.0,32.88,40.2,42.1,218.0,20.0,2.425785185546875,True,CALL,2026-07-20,NVDA
NVDA260720C00167500,167.5,35.25,37.45,39.6,10.0,28.0,2.28906677734375,True,CALL,2026-07-20,NVDA
NVDA260720C00170000,170.0,35.95,35.25,35.6,174.0,63.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00172500,172.5,32.44,32.5,33.25,40.0,19.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00175000,175.0,31.19,30.0,30.9,2.0,10.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00177500,177.5,27.71,27.7,28.4,110.0,47.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00180000,180.0,23.55,25.0,25.75,44.0,63.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00182500,182.5,22.72,22.35,23.25,93.0,72.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00185000,185.0,18.62,20.3,20.65,192.0,83.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00187500,187.5,18.86,17.85,18.55,1.0,131.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00190000,190.0,16.0,16.15,16.5,1.0,419.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00192500,192.5,13.15,12.95,13.4,2.0,343.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
NVDA260720C00195000,195.0,10.9,10.05,10.7,21.0,2141.0,1.0000000000000003e-05,True,CALL,2026-07-20,NVDA
